id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
137207,IRQ-2006-1-448-187,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 5 Jul 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/05/2006 00:00:00,07/05/2006 00:00:00,1,1,1,0,3,3,3,
137208,IRQ-2006-1-448-189,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 8/7,,,,"US military, police",4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/08/2006 00:00:00,07/08/2006 00:00:00,3,0,0,0,3,3,0,
137209,IRQ-2006-1-448-190,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,The Guardian 12/7,,,,website,2,Al Yūsufīyah town,Yusifiya town (near),Baghdād province,Qaḑā’ al Maḩmūdīyah,33.083925,44.256892,POINT (44.256892 33.083925),177569,Iraq,645,Middle East,1,1,07/11/2006 00:00:00,07/11/2006 00:00:00,2,0,0,0,2,2,2,
137210,IRQ-2006-1-448-192,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Peyamner website, Arbil, in Sorani Kurdish 12 Jul 06",,,,police,1,Kirkūk town,Kirkuk town,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/12/2006 00:00:00,07/12/2006 00:00:00,1,0,0,0,1,1,0,
137211,IRQ-2006-1-448-193,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1800 gmt 12 Jul 06",,,,,1,Kirkūk town,Kirkuk town,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/12/2006 00:00:00,07/12/2006 00:00:00,1,0,0,0,1,1,0,
137212,IRQ-2006-1-448-191,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"r 11/7, tkb.org",,,,police,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/11/2006 00:00:00,07/11/2006 00:00:00,0,2,0,11,13,13,13,
137213,IRQ-2006-1-448-194,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,tkb.org (r 13/7),,,,,1,Abu Saida town,"Abu Saida, near Baquba",Diyālá province,Qaḑā’ Miqdādīyah,33.923590,44.761127,POINT (44.761127 33.923590),178290,Iraq,645,Middle East,1,1,07/13/2006 00:00:00,07/13/2006 00:00:00,0,1,0,5,6,6,6,
137214,IRQ-2006-1-448-195,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1000 gmt 17 Jul 06",,,,security source,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/17/2006 00:00:00,07/17/2006 00:00:00,0,1,4,0,5,5,5,
137215,IRQ-2006-1-448-196,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 19 Jul 06",,,,police,2,Al Qā’im town,Al-Qaim town (area),Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,Middle East,1,1,07/19/2006 00:00:00,07/19/2006 00:00:00,0,1,0,0,1,1,0,
137216,IRQ-2006-1-448-198,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 20/7,,,,military,1,Kirkūk town,Kirkuk town,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/20/2006 00:00:00,07/20/2006 00:00:00,3,0,0,0,3,3,0,
137217,IRQ-2006-1-448-200,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 21/7,,,,"US military, police, witnesses",1,Ba‘qūbah town,Ba'qubah town,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/21/2006 00:00:00,07/21/2006 00:00:00,0,0,3,2,5,6,5,
137218,IRQ-2006-1-448-197,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 19 Jul 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/19/2006 00:00:00,07/19/2006 00:00:00,4,1,0,0,5,5,5,
137219,IRQ-2006-1-448-199,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300, 1400 gmt 20 Jul 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/20/2006 00:00:00,07/20/2006 00:00:00,1,0,0,0,1,1,0,
137220,IRQ-2006-1-448-201,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 21/7,,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/21/2006 00:00:00,07/21/2006 00:00:00,1,0,0,0,1,1,0,
137221,IRQ-2006-1-448-202,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 21/7,,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/21/2006 00:00:00,07/21/2006 00:00:00,6,1,0,0,7,7,1,
137222,IRQ-2006-1-448-210,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300, 1500 gmt 26 Jul 06",,,,US military,1,Bayjī town,Bayji town,Şalāḩ ad Dīn province,Qaḑā’ Bayjī,34.930700,43.493107,POINT (43.493107 34.930700),179727,Iraq,645,Middle East,1,1,07/26/2006 00:00:00,07/26/2006 00:00:00,0,1,0,0,1,1,1,
137223,IRQ-2006-1-448-215,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 31 Jul 06",,,,,1,Baghdād city,"Baghdad city (Al-Yarmuk, western)",Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/31/2006 00:00:00,07/31/2006 00:00:00,1,0,0,0,1,1,1,
137224,IRQ-2006-1-448-219,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"r 4/8, AP 4/8",,,,police,1,Al Ḩaḑar town,Hadhar town,Nīnawá province,Qaḑā’ al Ḩaḑr,35.572905,42.733949,POINT (42.733949 35.572905),181166,Iraq,645,Middle East,1,1,08/03/2006 00:00:00,08/03/2006 00:00:00,3,1,0,6,10,10,10,
137225,IRQ-2006-1-448-203,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 22 Jul 06",,,,US military,1,Baghdād city,Baghdad city (southeast),Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/22/2006 00:00:00,07/22/2006 00:00:00,0,5,0,0,5,5,5,
137226,IRQ-2006-1-448-204,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 22 Jul 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/22/2006 00:00:00,07/22/2006 00:00:00,1,0,0,0,1,1,0,
137227,IRQ-2006-1-448-205,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 24 Jul 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/23/2006 00:00:00,07/23/2006 00:00:00,0,0,0,1,1,1,1,
137228,IRQ-2006-1-448-206,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0500 gmt 25 Jul 06",,,,police,1,Ramādī town,Ramadi town,Al Anbār province,Qaḑā’ ar Ramādī,33.420560,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,07/24/2006 00:00:00,07/24/2006 00:00:00,0,0,0,5,5,5,0,
137229,IRQ-2006-1-448-207,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 24 Jul 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/24/2006 00:00:00,07/24/2006 00:00:00,5,0,0,0,5,5,5,
137230,IRQ-2006-1-448-208,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 25 Jul 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/25/2006 00:00:00,07/25/2006 00:00:00,2,0,0,0,2,2,0,
137231,IRQ-2006-1-448-209,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"MENA news agency, Cairo, in English 1245 gmt 25 Jul 06",,,,,1,Ramādī town,Ramadi town,Al Anbār province,Qaḑā’ ar Ramādī,33.420560,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,07/25/2006 00:00:00,07/25/2006 00:00:00,0,0,0,4,4,4,0,
137232,IRQ-2006-1-448-211,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300, 1500 gmt 26 Jul 06",,,,police,1,Aḑ Ḑulū‘īyah town,Aḑ Ḑulū‘īyah town,Şalāḩ ad Dīn province,Qaḑā’ Balad,34.056214,44.218295,POINT (44.218295 34.056214),179009,Iraq,645,Middle East,1,1,07/26/2006 00:00:00,07/26/2006 00:00:00,5,0,0,0,5,5,5,
137233,IRQ-2006-1-448-212,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1200, 1300, 1700 and 1800 gmt 30 Jul 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/30/2006 00:00:00,07/30/2006 00:00:00,4,0,0,0,4,4,0,
137234,IRQ-2006-1-448-213,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0500, 0600, 0800 and 1000 gmt 30 Jul 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/30/2006 00:00:00,07/30/2006 00:00:00,1,0,0,0,1,1,0,
137235,IRQ-2006-1-448-230,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,tkb.org (xinhua 12/8),,,,,2,Mosul town,Mosul town (outside of),Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/12/2006 00:00:00,08/12/2006 00:00:00,0,0,0,1,1,7,1,
137236,IRQ-2006-1-448-231,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,tkb.org (Al-Sharqiyah TV 13/8),,,,,1,Al-Ashiq village,Al-Ashiq village,Nīnawá province,Qaḑā’ Tall ‘Afar,36.447674,42.663140,POINT (42.663140 36.447674),181886,Iraq,645,Middle East,1,1,08/13/2006 00:00:00,08/13/2006 00:00:00,0,0,1,0,1,1,1,
137237,IRQ-2006-1-448-214,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1200, 1300, 1700 and 1800 gmt 30 Jul 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/30/2006 00:00:00,07/30/2006 00:00:00,1,0,0,0,1,1,1,
137238,IRQ-2006-1-448-216,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 31 Jul 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/31/2006 00:00:00,07/31/2006 00:00:00,2,0,0,0,2,2,0,
137239,IRQ-2006-1-448-232,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,tkb.org (Al-Sharqiyah TV 14/8),,,,,2,Al Ḩadīd town,Al-Hudayd town (area),Diyālá province,Qaḑā’ Ba‘qūbah,33.780667,44.555148,POINT (44.555148 33.780667),178290,Iraq,645,Middle East,1,1,08/14/2006 00:00:00,08/14/2006 00:00:00,1,0,0,0,1,1,1,
137240,IRQ-2006-1-448-217,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 31 Jul 06",,,,army source,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/31/2006 00:00:00,07/31/2006 00:00:00,4,0,0,0,4,4,4,
137241,IRQ-2006-1-448-218,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 2 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/02/2006 00:00:00,08/02/2006 00:00:00,1,0,0,0,1,1,0,
137242,IRQ-2006-1-448-220,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1200, 1300 and 1600 gmt 3 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/03/2006 00:00:00,08/03/2006 00:00:00,2,0,0,0,2,2,0,
137243,IRQ-2006-1-448-221,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1200, 1300 and 1600 gmt 3 Aug 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,08/03/2006 00:00:00,08/03/2006 00:00:00,0,1,0,0,1,1,0,
137244,IRQ-2006-1-448-222,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 4/8,,,,US military,5,Southern Iraq,Southern Iraq,,,30.333333,47.250000,POINT (47.250000 30.333333),173255,Iraq,645,Middle East,1,1,08/04/2006 00:00:00,08/04/2006 00:00:00,0,3,0,0,3,3,3,
137245,IRQ-2006-1-448-229,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,tkb.org (r 12/8),,,,,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/12/2006 00:00:00,08/12/2006 00:00:00,1,0,0,0,1,1,1,
137246,IRQ-2006-1-448-223,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"AFP 5/8, r 4/8",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/04/2006 00:00:00,08/04/2006 00:00:00,3,0,0,6,9,9,9,
137247,IRQ-2006-1-448-224,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0600 gmt 6 Aug 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/05/2006 00:00:00,08/05/2006 00:00:00,0,0,0,20,20,20,20,
137248,IRQ-2006-1-448-225,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0900 gmt 7 Aug 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,08/07/2006 00:00:00,08/07/2006 00:00:00,0,0,6,0,6,6,0,
137249,IRQ-2006-1-448-226,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 9 Aug 06, Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 10 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/09/2006 00:00:00,08/09/2006 00:00:00,2,0,0,0,2,2,2,
137250,IRQ-2006-1-448-227,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 10 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/09/2006 00:00:00,08/09/2006 00:00:00,1,0,0,0,1,3,0,
137251,IRQ-2006-1-448-228,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 12/8,,,,US military,1,Ramādī town,Ramadi town,Al Anbār province,Qaḑā’ ar Ramādī,33.420560,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,08/11/2006 00:00:00,08/11/2006 00:00:00,0,26,0,0,26,26,26,
137252,IRQ-2006-1-448-234,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Kuna news agency website, Kuwait, in English 1002 gmt 17 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/17/2006 00:00:00,08/17/2006 00:00:00,1,0,0,0,1,1,0,
137253,IRQ-2006-1-448-236,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 19 Aug 06",,,,police,1,Al Fallūjah town,Al-Fallujah town,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,08/19/2006 00:00:00,08/19/2006 00:00:00,0,0,1,0,1,1,1,
137254,IRQ-2006-1-448-238,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 21 Aug 06",,,,US military,5,Western Iraq,Western Iraq,,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/20/2006 00:00:00,08/20/2006 00:00:00,3,0,0,0,3,3,0,
137255,IRQ-2006-1-448-239,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0000 gmt 29 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/21/2006 00:00:00,08/21/2006 00:00:00,1,0,0,0,1,1,0,
137256,IRQ-2006-1-448-242,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 26/8,,,,US-Iraq Joint Co-ordination Centre,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/25/2006 00:00:00,08/25/2006 00:00:00,1,0,0,0,1,1,1,
137258,IRQ-2006-1-448-240,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1800 gmt 22 Aug 06",,,,,1,Ramādī town,Ramadi town,Al Anbār province,Qaḑā’ ar Ramādī,33.420560,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,08/22/2006 00:00:00,08/22/2006 00:00:00,0,0,0,1,1,1,0,
137259,IRQ-2006-1-448-241,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 0900 gmt 23 Aug 06",,,,police,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/23/2006 00:00:00,08/23/2006 00:00:00,0,1,0,0,1,1,1,
137260,IRQ-2006-1-448-243,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1800 gmt 25 Aug 06",,,,police,2,Al Qā’im town,Qaim town (near),Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,Middle East,1,2,08/22/2006 00:00:00,08/24/2006 00:00:00,1,0,0,0,1,1,0,
137261,IRQ-2006-1-448-244,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1800 gmt 25 Aug 06",,,,police,1,Ramādī town,Ramadi town,Al Anbār province,Qaḑā’ ar Ramādī,33.420560,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,08/25/2006 00:00:00,08/25/2006 00:00:00,0,0,0,4,4,4,4,
137262,IRQ-2006-1-448-246,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,r 28/8,,,,police and hospital sources,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/28/2006 00:00:00,08/28/2006 00:00:00,0,0,0,13,13,16,10,
137263,IRQ-2006-1-448-247,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1100 gmt 28 Aug 06",,,,,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/28/2006 00:00:00,08/28/2006 00:00:00,1,0,0,0,1,1,1,
137264,IRQ-2006-1-448-248,2006,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,-1,"Al-Sharqiyah TV, Baghdad, in Arabic 1300 gmt 30 Aug 06",,,,US military,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/29/2006 00:00:00,08/29/2006 00:00:00,1,0,0,0,1,1,0,
